"Fecha","Code","D","I","L","R","S","Total_I","Estado"
2020-02-01,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-02,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-03,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-04,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-05,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-06,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-07,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-08,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-09,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-10,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-11,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-12,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-13,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-14,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-15,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-16,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-17,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-18,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-19,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-20,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-21,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-22,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-23,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-24,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-25,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-26,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-27,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-28,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-02-29,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-03-01,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-03-02,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-03-03,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-03-04,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-03-05,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-03-06,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-03-07,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-03-08,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-03-09,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-03-10,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-03-11,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-03-12,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-03-13,"NAY",0,0,0,0,NA,0,"NAYARIT"
2020-03-14,"NAY",0,0,0,0,0,0,"NAYARIT"
2020-03-15,"NAY",0,0,0,0,0,0,"NAYARIT"
2020-03-16,"NAY",0,0,0,0,0,0,"NAYARIT"
2020-03-17,"NAY",0,0,0,0,1,0,"NAYARIT"
2020-03-18,"NAY",0,0,0,0,2,0,"NAYARIT"
2020-03-19,"NAY",0,0,0,0,3,0,"NAYARIT"
2020-03-20,"NAY",0,0,0,0,3,0,"NAYARIT"
2020-03-21,"NAY",0,1,0,0,1,1,"NAYARIT"
2020-03-22,"NAY",0,1,0,0,1,1,"NAYARIT"
2020-03-23,"NAY",0,1,0,NA,1,1,"NAYARIT"
2020-03-24,"NAY",0,1,0,NA,3,1,"NAYARIT"
2020-03-25,"NAY",0,2,2,NA,3,4,"NAYARIT"
2020-03-26,"NAY",0,2,2,NA,8,4,"NAYARIT"
2020-03-27,"NAY",0,3,2,NA,14,5,"NAYARIT"
2020-03-28,"NAY",0,3,2,NA,15,5,"NAYARIT"
2020-03-29,"NAY",0,3,2,NA,18,5,"NAYARIT"
2020-03-30,"NAY",0,3,3,NA,13,6,"NAYARIT"
2020-03-31,"NAY",0,3,3,NA,19,6,"NAYARIT"
2020-01-23,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-01-24,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-01-25,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-01-26,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-01-27,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-01-28,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-01-29,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-01-30,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-01-31,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-01,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-02,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-03,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-04,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-05,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-06,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-07,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-08,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-09,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-10,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-11,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-12,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-13,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-14,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-15,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-16,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-17,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-18,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-19,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-20,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-21,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-22,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-23,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-24,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-25,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-26,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-27,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-28,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-02-29,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-03-01,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-03-02,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-03-03,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-03-04,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-03-05,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-03-06,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-03-07,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-03-08,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-03-09,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-03-10,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-03-11,"NLE",0,0,0,0,NA,0,"NUEVO LEON"
2020-03-12,"NLE",0,1,0,0,NA,1,"NUEVO LEON"
2020-03-13,"NLE",0,1,0,0,NA,1,"NUEVO LEON"
2020-03-14,"NLE",0,3,0,0,3,3,"NUEVO LEON"
2020-03-15,"NLE",0,5,0,0,21,5,"NUEVO LEON"
2020-03-16,"NLE",0,13,0,0,2,13,"NUEVO LEON"
2020-03-17,"NLE",0,13,1,0,1,14,"NUEVO LEON"
2020-03-18,"NLE",0,18,1,0,8,19,"NUEVO LEON"
2020-03-19,"NLE",0,18,1,0,35,19,"NUEVO LEON"
2020-03-20,"NLE",0,24,5,0,1,29,"NUEVO LEON"
2020-03-21,"NLE",0,27,5,0,5,32,"NUEVO LEON"
2020-03-22,"NLE",0,30,5,0,4,35,"NUEVO LEON"
2020-03-23,"NLE",0,31,9,NA,6,40,"NUEVO LEON"
2020-03-24,"NLE",0,42,10,NA,1,52,"NUEVO LEON"
2020-03-25,"NLE",0,42,10,NA,75,52,"NUEVO LEON"
2020-03-26,"NLE",0,46,11,NA,103,57,"NUEVO LEON"
2020-03-27,"NLE",0,51,13,NA,43,64,"NUEVO LEON"
2020-03-28,"NLE",0,51,13,NA,66,64,"NUEVO LEON"
2020-03-29,"NLE",0,52,15,NA,130,67,"NUEVO LEON"
2020-03-30,"NLE",0,55,20,NA,161,75,"NUEVO LEON"
2020-03-31,"NLE",0,55,21,NA,148,76,"NUEVO LEON"
2020-01-23,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-01-24,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-01-25,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-01-26,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-01-27,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-01-28,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-01-29,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-01-30,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-01-31,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-01,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-02,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-03,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-04,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-05,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-06,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-07,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-08,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-09,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-10,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-11,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-12,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-13,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-14,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-15,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-16,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-17,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-18,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-19,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-20,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-21,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-22,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-23,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-24,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-25,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-26,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-27,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-28,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-02-29,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-03-01,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-03-02,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-03-03,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-03-04,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-03-05,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-03-06,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-03-07,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-03-08,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-03-09,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-03-10,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-03-11,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-03-12,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-03-13,"OAX",0,0,0,0,NA,0,"OAXACA"
2020-03-14,"OAX",0,2,0,0,3,2,"OAXACA"
2020-03-15,"OAX",0,2,0,0,2,2,"OAXACA"
2020-03-16,"OAX",0,2,0,0,2,2,"OAXACA"
2020-03-17,"OAX",0,2,0,0,6,2,"OAXACA"
2020-03-18,"OAX",0,2,0,0,1,2,"OAXACA"
2020-03-19,"OAX",0,2,0,0,8,2,"OAXACA"
2020-03-20,"OAX",0,2,0,0,7,2,"OAXACA"
2020-03-21,"OAX",0,2,0,0,0,2,"OAXACA"
2020-03-22,"OAX",0,2,1,0,2,3,"OAXACA"
2020-03-23,"OAX",0,3,1,NA,0,4,"OAXACA"
2020-03-24,"OAX",0,3,1,NA,10,4,"OAXACA"
2020-03-25,"OAX",0,3,4,NA,11,7,"OAXACA"
2020-03-26,"OAX",0,3,5,NA,24,8,"OAXACA"
2020-03-27,"OAX",0,3,8,NA,33,11,"OAXACA"
2020-03-28,"OAX",0,4,8,NA,36,12,"OAXACA"
2020-03-29,"OAX",0,5,9,NA,25,14,"OAXACA"
2020-03-30,"OAX",1,5,9,NA,30,14,"OAXACA"
2020-03-31,"OAX",1,5,9,NA,50,14,"OAXACA"
2020-01-23,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-01-24,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-01-25,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-01-26,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-01-27,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-01-28,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-01-29,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-01-30,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-01-31,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-01,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-02,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-03,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-04,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-05,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-06,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-07,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-08,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-09,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-10,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-11,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-12,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-13,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-14,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-15,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-16,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-17,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-18,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-19,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-20,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-21,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-22,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-23,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-24,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-25,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-26,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-27,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-28,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-02-29,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-03-01,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-03-02,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-03-03,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-03-04,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-03-05,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-03-06,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-03-07,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-03-08,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-03-09,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-03-10,"PUE",0,0,0,0,NA,0,"PUEBLA"
2020-03-11,"PUE",0,1,0,0,NA,1,"PUEBLA"
2020-03-12,"PUE",0,1,0,0,NA,1,"PUEBLA"
2020-03-13,"PUE",0,2,0,0,NA,2,"PUEBLA"
2020-03-14,"PUE",0,3,0,0,1,3,"PUEBLA"
2020-03-15,"PUE",0,5,1,0,2,6,"PUEBLA"
2020-03-16,"PUE",0,7,1,0,2,8,"PUEBLA"
2020-03-17,"PUE",0,8,1,0,3,9,"PUEBLA"
2020-03-18,"PUE",0,8,1,0,10,9,"PUEBLA"
2020-03-19,"PUE",0,9,2,0,17,11,"PUEBLA"
2020-03-20,"PUE",0,12,2,0,18,14,"PUEBLA"
2020-03-21,"PUE",0,14,2,0,33,16,"PUEBLA"
2020-03-22,"PUE",0,14,2,0,40,16,"PUEBLA"
2020-03-23,"PUE",0,14,2,NA,42,16,"PUEBLA"
2020-03-24,"PUE",0,19,3,NA,38,22,"PUEBLA"
2020-03-25,"PUE",0,25,9,NA,66,34,"PUEBLA"
2020-03-26,"PUE",0,30,15,NA,68,45,"PUEBLA"
2020-03-27,"PUE",0,32,19,NA,96,51,"PUEBLA"
2020-03-28,"PUE",0,32,20,NA,105,52,"PUEBLA"
2020-03-29,"PUE",1,36,30,NA,70,66,"PUEBLA"
2020-03-30,"PUE",1,37,39,NA,88,76,"PUEBLA"
2020-03-31,"PUE",1,37,44,NA,121,81,"PUEBLA"
2020-01-23,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-01-24,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-01-25,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-01-26,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-01-27,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-01-28,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-01-29,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-01-30,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-01-31,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-01,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-02,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-03,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-04,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-05,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-06,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-07,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-08,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-09,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-10,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-11,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-12,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-13,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-14,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-15,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-16,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-17,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-18,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-19,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-20,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-21,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-22,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-23,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-24,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-25,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-26,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-27,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-28,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-02-29,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-03-01,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-03-02,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-03-03,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-03-04,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-03-05,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-03-06,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-03-07,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-03-08,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-03-09,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-03-10,"QUE",0,0,0,0,NA,0,"QUERETARO"
2020-03-11,"QUE",0,1,0,0,NA,1,"QUERETARO"
2020-03-12,"QUE",0,1,0,0,NA,1,"QUERETARO"
2020-03-13,"QUE",0,2,2,0,NA,4,"QUERETARO"
2020-03-14,"QUE",0,2,2,0,12,4,"QUERETARO"
2020-03-15,"QUE",0,4,2,0,11,6,"QUERETARO"
2020-03-16,"QUE",0,5,2,0,10,7,"QUERETARO"
2020-03-17,"QUE",0,5,2,0,8,7,"QUERETARO"
2020-03-18,"QUE",0,5,2,0,5,7,"QUERETARO"
2020-03-19,"QUE",0,7,2,0,10,9,"QUERETARO"
2020-03-20,"QUE",0,9,2,0,17,11,"QUERETARO"
2020-03-21,"QUE",0,11,3,0,9,14,"QUERETARO"
2020-03-22,"QUE",0,11,3,0,16,14,"QUERETARO"
2020-03-23,"QUE",0,12,4,NA,25,16,"QUERETARO"
2020-03-24,"QUE",0,12,4,NA,31,16,"QUERETARO"
2020-03-25,"QUE",0,14,4,NA,41,18,"QUERETARO"
2020-03-26,"QUE",0,15,6,NA,46,21,"QUERETARO"
2020-03-27,"QUE",0,16,7,NA,54,23,"QUERETARO"
2020-03-28,"QUE",0,16,9,NA,56,25,"QUERETARO"
2020-03-29,"QUE",0,16,10,NA,47,26,"QUERETARO"
2020-03-30,"QUE",1,16,11,NA,43,27,"QUERETARO"
2020-03-31,"QUE",1,16,13,NA,61,29,"QUERETARO"
2020-01-23,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-01-24,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-01-25,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-01-26,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-01-27,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-01-28,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-01-29,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-01-30,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-01-31,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-01,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-02,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-03,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-04,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-05,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-06,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-07,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-08,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-09,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-10,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-11,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-12,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-13,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-14,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-15,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-16,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-17,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-18,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-19,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-20,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-21,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-22,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-23,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-24,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-25,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-26,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-27,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-28,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-02-29,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-03-01,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-03-02,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-03-03,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-03-04,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-03-05,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-03-06,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-03-07,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-03-08,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-03-09,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-03-10,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-03-11,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-03-12,"ROO",0,0,0,0,NA,0,"QUINTANA ROO"
2020-03-13,"ROO",0,1,0,0,NA,1,"QUINTANA ROO"
2020-03-14,"ROO",0,1,0,0,8,1,"QUINTANA ROO"
2020-03-15,"ROO",0,1,0,0,7,1,"QUINTANA ROO"
2020-03-16,"ROO",0,3,1,0,9,4,"QUINTANA ROO"
2020-03-17,"ROO",0,3,1,0,19,4,"QUINTANA ROO"
2020-03-18,"ROO",0,5,1,0,12,6,"QUINTANA ROO"
2020-03-19,"ROO",0,5,1,0,29,6,"QUINTANA ROO"
2020-03-20,"ROO",0,8,3,0,23,11,"QUINTANA ROO"
2020-03-21,"ROO",0,9,3,0,27,12,"QUINTANA ROO"
2020-03-22,"ROO",0,9,3,0,38,12,"QUINTANA ROO"
2020-03-23,"ROO",0,15,6,NA,19,21,"QUINTANA ROO"
2020-03-24,"ROO",0,16,6,NA,20,22,"QUINTANA ROO"
2020-03-25,"ROO",0,16,6,NA,30,22,"QUINTANA ROO"
2020-03-26,"ROO",0,21,8,NA,37,29,"QUINTANA ROO"
2020-03-27,"ROO",0,21,8,NA,53,29,"QUINTANA ROO"
2020-03-28,"ROO",1,23,10,NA,52,33,"QUINTANA ROO"
2020-03-29,"ROO",1,24,14,NA,45,38,"QUINTANA ROO"
2020-03-30,"ROO",1,24,19,NA,35,43,"QUINTANA ROO"
